	10025.Healthy	10036.Healthy	10037.Healthy	10048.Healthy	10058.Healthy	10060.Healthy	10064.Gastrectomy	10080.Healthy	10100.Healthy	10105.Healthy	10106.Healthy	10107.Healthy	10112.Gastrectomy	10114.Healthy	10132.Healthy	10156.Gastrectomy	10166.Gastrectomy	10167.Gastrectomy	10176.Gastrectomy	10183.Healthy	10189.Gastrectomy	10192.Gastrectomy	10197.Healthy	10205.Gastrectomy	10207.Healthy	10208.Healthy	10215.Healthy	10219.Healthy	10226.Healthy	10231.Healthy	10234.Gastrectomy	10244.Healthy	10246.Healthy	10250.Healthy	10257.Gastrectomy	10258.Healthy	10291.Gastrectomy	10297.Gastrectomy	10302.Healthy	10304.Healthy	10317.Healthy	10319.Gastrectomy	10321.Gastrectomy	10340.Healthy	10341.Healthy	10342.Gastrectomy	10354.Healthy	10355.Gastrectomy	10357.Healthy	10360.Gastrectomy	10369.Gastrectomy	10378.Healthy	10395.Gastrectomy	10423.Gastrectomy	10433.Gastrectomy	10451.Gastrectomy	10457.Gastrectomy	10463.Healthy	10465.Healthy	10486.Healthy	10487.Healthy	10501.Gastrectomy	10519.Healthy	10537.Healthy	10538.Gastrectomy	10540.Gastrectomy	10543.Healthy	10554.Gastrectomy	10558.Gastrectomy	10563.Gastrectomy	10599.Gastrectomy	10623.Gastrectomy	10632.Healthy	10647.Healthy	10657.Healthy	10659.Healthy	10673.Gastrectomy	10680.Gastrectomy	10684.Healthy	10690.Gastrectomy	10696.Gastrectomy	10698.Healthy	10701.Healthy	10703.Gastrectomy	10733.Healthy	10741.Healthy	10742.Gastrectomy	10751.Gastrectomy	10776.Healthy	10782.Gastrectomy	10784.Healthy	10791.Gastrectomy	10794.Healthy	10807.Healthy	10810.Gastrectomy	10850.Healthy
C00315_Spermidine	258.6398181	82.51521498	128.1478363	198.0876357	847.8750124	119.7471773	556	5.829023315	87.88626874	71.04956202	305.6832423	234.8637072	37	177.2967435	2.102815531	425	572	34	20	60.50145776	16.11151013	332.6687059	282	5.628745422	143.1736493	266.8054018	209.3584582	43.91927426	329.517988	277.9012029	58.54024738	654.1434581	810.0480688	704.7773739	64.06173875	166.5842875	654	20.50737588	502.8001875	70.92565902	204.2025674	132	1293.962894	398.2042539	262.5590175	177.0486632	509.3604299	733.7242914	81.2209916	110	442	50.08317768	4.4	79	8.8	49	363	120.8259392	34.03378083	83.74961059	110.3055731	66.69400298	303.467719	66.14763474	236	576	181.9166421	145	441	16	67	203	163.2615664	749.2759064	265.65004	161.1660181	130	114	215.7405018	89	119	189.1702879	112.4391767	37	379.5390022	91.23203693	302	100	87.81987082	438	189.5300682	33	1537.659556	16.99441391	49	87.6602526
C00318_Carnitine	109.428487	54.84685076	198.4960055	227.8020736	246.4749974	115.8399836	141	1547.613379	90.64075	78.22459847	80.96372791	69.91045153	7	119.6683139	128.6290461	112	23	105	18	133.2990446	40.75490638	31.79571223	581	26.27629739	55.80054683	115.2319675	29.1169426	131.5055193	23.72655678	60.55240011	7.190608847	35.64768387	230.8857482	282.1881525	46.06604148	52.41613132	173	33.65036293	27.88480445	1315.260377	175.9121308	231	360.7892718	155.2289739	72.94857442	27.16593849	1783.665614	10.59211446	262.6046785	27	49	62.53460022	585	3369	62	62	122	538.7547497	37.12414982	74.92892564	12.30467552	11.44338774	20.47011434	447.0617552	73	199	64.14035868	68	8	15	100	25	31.10764971	88.84618557	80.05204384	45.00058137	74	35	24.47945753	9.6	31	69.27066526	9.209835724	19	152.9232137	165.4409719	442	66	112.5309839	17	2069.946283	8.2	273.3406303	49.60958765	136	80.55196104
C00327_Citrulline	480.9505316	139.3475348	667.9727128	318.9210696	1353.308892	440.120845	6079	983.5356958	118.868331	237.2896576	576.3961817	961.1972014	127	334.2977246	412.3242363	4358	2267	3686	627	182.1360591	307.637969	291.0806241	4101	293.6803906	370.2773326	624.3936769	280.5532545	337.1760471	530.0224059	836.1676036	370.2826967	432.8119033	628.3829654	724.8383411	254.0399202	356.2834518	7718	309.8211366	250.7641288	202.9797127	98.74942333	10902	5440.198063	472.7241411	353.7186089	558.3575433	938.9629099	636.0305119	280.2697939	2570	10772	323.9398751	3150	3001	300	3314	3158	181.1686766	544.3331599	211.6988359	346.21018	404.9946383	353.5056218	213.0469854	7055	15815	686.4546476	1029	863	1082	18365	1172	208.6104721	589.3208647	1731.485551	91.18238033	2861	3644	323.9412373	1034	2108	659.2847662	146.4551491	248	300.6812239	1528.642618	4338	556	1189.690439	380	243.6108149	569	178.205785	586.9258789	425	997.6256535
C00329_Glucosamine	36.33234093	3.1305071367	26.34772738	17.41204999	53.56620267	54.51131181	3.1305071367	95.94192641	3.1305071367	3.1305071367	3.1305071367	56.30330712	3.1305071367	93.68632312	3.1305071367	401	77	3.1305071367	1521	3.1305071367	8.048999846	11.79833286	3.1305071367	14.35116806	3.1305071367	3.1305071367	3.1305071367	3.1305071367	3.1305071367	33.24890618	18.67543005	3.1305071367	30.05761758	3.1305071367	12.95150061	27.33812441	1407	7.816614109	17.4553995	3.1305071367	7.385468888	368	40.00814423	22.02798277	155.0016173	13.93028445	49.37953894	22.752504	8.109533484	4671	236	3.1305071367	208	198	78	172	348	19.59246605	11.18689506	4.847991669	3.1305071367	20.06986564	21.98090804	3.1305071367	135	121	29.91737439	3.1305071367	30	84	3.1305071367	31	3.478341263	44.45598452	9.541203143	12.32744545	121	706	12.19685946	232	42	18.49921772	3.1305071367	3.1305071367	3.1305071367	65.77552858	14	3.1305071367	44.86945982	18	28.85875493	21	31.86049133	76.89604942	30	21.8854907
C00334_GABA	1120.652853	332.1589016	150.165563	125.227341	258.4179196	283.0356871	789	4181.45173	1375.790473	145.5146604	273.7280624	99.05343881	2195	391.1763284	33.07990739	2266	605	134	422	224.4449737	49.09809519	179.7670038	15352	190.7519363	71.97160582	514.2209567	770.2085916	217.1816303	1746.285892	468.636911	3067.219304	105.7166749	1699.987501	769.5311997	127.906206	610.3116997	202	94.06300118	68.52382872	141.6780221	139.303723	283	700.5501857	96.76608481	1170.363767	65.1681429	99.81521001	2069.070292	90.32425998	712	361	514.3159502	418	970	612	404	289	346.9711151	59.59099641	17.51529448	113.4161165	20.95242941	250.2924758	3054.041393	166	730	113.2212513	26	1076	1017	429	1893	181.2629201	225.24222	2683.209703	521.8703335	691	867	57.75371059	6986	3414	598.940797	24.07803777	135	278.2877032	37.00205073	178	56	202.7485041	677	319.0641573	57	29.01379052	5060.675657	44	72.97927775
C00357_N-Acetylglucosamine 6-phosphate	76.82918499	89.46759865	21.037592358	21.037592358	26.12640828	21.037592358	21.037592358	21.037592358	112.1878351	21.037592358	79.23955109	21.037592358	21.037592358	59.73608647	54.1010779	21.037592358	21.037592358	21.037592358	21.037592358	23.89699447	39.84453646	21.037592358	21.037592358	40.91052539	335.1261466	126.6649458	94.63961974	289.7044399	21.037592358	324.2217714	21.037592358	29.11083226	21.037592358	103.8254552	21.037592358	21.037592358	21.037592358	21.037592358	223.05558	106.4242417	70.13146752	21.037592358	46.72302009	26.21682135	21.037592358	24.58018455	468.6512188	85.39532564	21.037592358	21.037592358	21.037592358	28.90332996	21.037592358	21.037592358	21.037592358	21.037592358	21.037592358	142.622573	39.24868991	21.037592358	30.8087254	21.037592358	55.33325446	88.74969563	21.037592358	21.037592358	103.9787992	21.037592358	21.037592358	21.037592358	21.037592358	213	21.037592358	75.70022883	101.8554091	80.48263285	21.037592358	21.037592358	21.037592358	21.037592358	21.037592358	83.69052611	25.24095861	21.037592358	332.7764005	35.27943755	21.037592358	21.037592358	69.86949151	21.037592358	51.25492541	21.037592358	23.37510262	29.77311698	30	61.80450106
C00364_dTMP	63.77120252	63.31788688	14.913562311	64.46791838	48.2093235	60.47485511	14.913562311	14.913562311	14.913562311	46.44152973	38.54518989	14.913562311	14.913562311	14.913562311	14.913562311	14.913562311	14.913562311	14.913562311	14.913562311	32.35648425	37.8402115	117.2897996	14.913562311	14.913562311	14.913562311	14.913562311	47.30018094	14.913562311	79.10950093	53.1946592	18.42360242	40.34122152	14.913562311	65.40889685	43.30189401	14.913562311	14.913562311	14.913562311	44.85174011	14.913562311	35.42597105	14.913562311	36.03035237	34.51995637	14.913562311	44.46166704	14.913562311	44.51911067	25.74406843	14.913562311	14.913562311	37.0965757	14.913562311	14.913562311	14.913562311	14.913562311	14.913562311	32.7922742	26.32871489	14.913562311	14.913562311	14.913562311	72.44372244	14.913562311	14.913562311	14.913562311	39.5964028	14.913562311	14.913562311	14.913562311	14.913562311	111	57.11349216	80.22799587	59.14165643	14.913562311	14.913562311	14.913562311	75.29004892	14.913562311	14.913562311	86.00266938	25.93198175	14.913562311	56.86452036	26.11084344	14.913562311	14.913562311	51.38689407	88	34.16567526	14.913562311	60.33998542	16.57062479	57	20.76473398
C00366_Urate	1191.044006	38.631244005	273.5384645	270.7591544	38.631244005	38.631244005	4207	2420.858367	38.631244005	38.631244005	38.631244005	38.631244005	938	921.0352988	7679.771442	341	339	6552	158	278.3068809	147.7188615	38.631244005	14356	38.631244005	269.1484879	38.631244005	38.631244005	288.5417307	38.631244005	148.9620508	38.631244005	38.631244005	38.631244005	38.631244005	38.631244005	38.631244005	2265	38.631244005	38.631244005	391.6181638	38.631244005	17567	1418.310366	222.3231027	38.631244005	38.631244005	6501.613833	117.6350973	452.0260653	379	852	42.92360445	38.631244005	38.631244005	933	1171	1581	2734.315288	38.631244005	38.631244005	268.7455559	38.631244005	38.631244005	38.631244005	9360	15364	38.631244005	377	777	1205	1407	38.631244005	38.631244005	2194.937923	157.9137493	189.8018206	2879	2353	61.56105045	970	939	124.5694301	94.1668609	38.631244005	38.631244005	13314.05595	27529	2068	38.631244005	38.631244005	275.6311051	38.631244005	1106.591709	38.631244005	877	2951.684121
C00378_Thiamine	10.65388377	2.16	27.18005174	9.734731132	2.16	2.16	11	8965.360367	9871.600485	28.84282892	10.8936367	2.16	48	2.16	2.16	11	37	2.16	22	2.16	15.96633243	866.6356292	4.4	104.2445087	87.79182298	11.19726731	17.31984731	2.16	2.16	25.41081892	2965.30265	26.18889034	44.42622276	9779.112609	15.35429357	2346.842347	35	2.16	623.3538827	2.16	2.16	10	2.16	2.16	2.16	75.64527655	2.16	9.842192654	2.16	24	996	2.16	12	11	2.4	29	21	5179.692687	6086.502481	765.1150093	39.24780866	2.16	26.54281207	337.9025891	15	5.2	26.96023702	4.7	8	13	75	98	214.9298285	28.63476972	23195.31959	13.90578692	18	215	2.16	14	20	8273.50412	28.32594742	2.16	2.16	2.16	2.16	2.16	2.16	2.16	2.16	2.16	2.16	613.6345076	2.16	4.048143118
C00380_Cytosine	2.2278018141	2.2278018141	6.328759456	5.762355717	74.89557466	46.12671818	50	35.02099446	3.983035033	3.767548274	2.2278018141	2.2278018141	2.2278018141	2.475335349	2.2278018141	10	8.8	11	22	2.2278018141	4.044521796	6.577522409	2.2278018141	2.2278018141	3.168948544	2.2278018141	3.121868495	2.2278018141	6.575697825	4.345380196	6.569788405	3.133219404	94.10523603	2.2278018141	8.682624701	4.02379323	18	4.514913275	2.2278018141	8.780164916	9.268253898	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	12.05434552	2.2278018141	2.2278018141	11	26	2.2278018141	12	21	2.2278018141	2.2278018141	9.1	2.2278018141	2.2278018141	5.402404784	2.2278018141	8.137000591	4.864948368	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	21.56833501	2.2278018141	2.2278018141	2.2278018141	2.2278018141	12	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141	2.2278018141
C00383_Malonate	252.2586625	31.7960847	718.5193177	256.8545623	31.7960847	2131.882888	242	156.8710276	319.3873701	31.7960847	31.7960847	108.830272	31.7960847	640.1365306	137.8441371	736	390	31.7960847	31.7960847	295.1918812	37.61076604	39.6442086	500	31.7960847	430.7527577	31.7960847	31.7960847	31.7960847	302.2754808	31.7960847	36.97101739	31.7960847	65.19484438	125.8524244	85.48009675	256.9683465	31.7960847	51.7779375	140.8081117	369.0226287	124.2315995	31.7960847	215.8686667	133.593924	168.7293052	35.328983	31.7960847	228.8151184	102.0817407	224	31.7960847	1064.454524	31.7960847	1250	31.7960847	31.7960847	31.7960847	31.7960847	31.7960847	31.7960847	31.7960847	31.7960847	31.7960847	31.7960847	346	31.7960847	31.7960847	31.7960847	31.7960847	31.7960847	704	161	31.7960847	31.7960847	31.7960847	31.7960847	31.7960847	31.7960847	31.7960847	31.7960847	31.7960847	71.19746668	42.90003814	31.7960847	188.0079098	287.4440095	31.7960847	31.7960847	316.5304091	31.7960847	812.6656049	31.7960847	112.571013	677.560136	31.7960847	477.9221876
C00385_Xanthine	48.837710376	48.837710376	48.837710376	48.837710376	48.837710376	48.837710376	6299	782.1788404	48.837710376	48.837710376	48.837710376	48.837710376	3830	48.837710376	48.837710376	6939	10943	716	3585	48.837710376	48.837710376	48.837710376	5620	54.26412264	48.837710376	48.837710376	48.837710376	48.837710376	48.837710376	204.1365057	48.837710376	48.837710376	48.837710376	48.837710376	48.837710376	48.837710376	6519	48.837710376	48.837710376	48.837710376	48.837710376	5167	334.9547633	48.837710376	48.837710376	48.837710376	48.837710376	48.837710376	48.837710376	8463	10398	48.837710376	2605	1980	648	3736	10462	262.0701259	48.837710376	48.837710376	252.3883937	48.837710376	48.837710376	48.837710376	1194	48.837710376	48.837710376	470	5341	3053	1238	48.837710376	48.837710376	48.837710376	48.837710376	48.837710376	48.837710376	8943	48.837710376	3924	4694	48.837710376	48.837710376	48.837710376	48.837710376	533.8478294	1855	48.837710376	48.837710376	48.837710376	48.837710376	48.837710376	48.837710376	48.837710376	48.837710376	48.837710376
C00386_Carnosine	14.85397254	1.1925949149	19.39459054	3.504300029	1.1925949149	1.1925949149	5.7	28.68996754	203.9595932	1.1925949149	2.81664765	49.05006713	5	39.97221105	4.076627944	36	3.7	2.4	6.1	1.1925949149	4.342056151	3.640021965	10	1.94581398	5.299375407	1.765653379	3.236580782	7.952233662	14.45492252	6.852310801	1.694508593	17.12646355	16.43427265	13.77614445	7.411306509	25.64876372	11	1.572057876	7.056032373	371.2521521	1.1925949149	1.1925949149	3.409495764	7.858657343	21.03693485	5.160001327	15.78894247	3.589435356	1.1925949149	3.1	1.1925949149	28.69131885	128	172	1.1925949149	1.1925949149	9.5	34.2980905	3.552407874	1.325105461	17.35071956	2.815431384	4.129341001	51.85733666	1.1925949149	28	28.98012137	1.1925949149	11	4.8	3.1	1.1925949149	4.188018395	23.90340711	30.43989085	1.1925949149	1.1925949149	1.1925949149	2.273300683	1.1925949149	13	1.1925949149	16.11669259	6.3	1.1925949149	2.947356417	1.1925949149	1.1925949149	39.92513086	16	47.4782815	1.1925949149	9.184245417	2.625277694	1.1925949149	54.25843348
C00387_Guanosine	18.47857586	1.4507370522	13.73303142	1.611930058	46.82148858	10.39560634	1.4507370522	1.4507370522	1.4507370522	7.184877786	1.4507370522	1.4507370522	1.4507370522	7.790777026	34.16311147	12	1.4507370522	6.5	1.4507370522	4.007556878	7.631583816	14.15023765	12	63.93152085	89.36459368	26.41900851	9.295249778	12.35146318	24.23556961	14.49382116	3.508022025	1.4507370522	27.05433849	72.52215256	82.87281391	7.997225397	18	5.419171095	7.172864966	15.90195786	21.42204039	11	181.4368456	79.98672724	14.6205699	10.84356662	17.35142735	17.14471244	17.22774178	1.4507370522	88	7.643235011	43	127	1.4507370522	1.4507370522	1.4507370522	20.97686453	15.43773152	9.083358176	15.32102221	10.60612921	13.35864456	138.063596	22	1.4507370522	23.07707346	1.4507370522	1.4507370522	1.4507370522	1.4507370522	30	11.6310637	20.7854129	10.92644423	14.52701507	1.4507370522	105	21.1101601	1.4507370522	1.4507370522	16.05939167	14.01513549	1.4507370522	7.694911773	35.22410263	64	1.4507370522	19.91287649	11	19.32371733	1.4507370522	12.18495239	16.65301728	1.4507370522	25.14757564
C00388_Histamine	1048.355155	11.89481424	6.77499221	9.417427163	1.2649863069	83.3597002	2322	38.67238292	244.6197585	8.035501325	55.60365559	20.65325321	82	41.84293872	1.405540341	2806	290	161	320	13.38909239	4.284147959	3.306705145	3.8	43.34366594	19.73207485	544.5980762	89.81933155	166.4419815	88.99896548	116.0406228	240.8634864	159.7425762	6.768823451	128.3188284	115.7550081	65.95711464	253	4.863265779	61.99883499	70.09782328	282.4605367	103	96.97096997	16.2926377	40.74632042	17.76230612	7.983151917	43.23566613	169.1290462	125	180	35.70502009	154	585	71	1329	41	124.8645001	15.4310336	68.60728367	14.40996689	974.3205685	128.4427569	109.0184855	4	60	138.9034411	1.2649863069	1052	174	11	240	2.01928424	83.8043674	126.2853498	449.6009682	17	53	4.347548655	384	30	12.10604481	315.9541279	231	1.2649863069	22.93182981	1.2649863069	5.5	1321.854823	187	34.43584092	110	23.9916777	42.81895942	362	1485.710656
C00398_Tryptamine	1.9348981749	1.9348981749	40.92656841	1.9348981749	1.9348981749	1.9348981749	1.9348981749	159.7910082	68.15137659	1.9348981749	2.149886861	117.3177276	1.9348981749	37.81839176	8.354588425	1.9348981749	1.9348981749	1.9348981749	12	241.9182177	1.9348981749	1.9348981749	1.9348981749	1.9348981749	1.9348981749	14.94833466	1.9348981749	19.17332972	5.320395259	23.68129035	1.9348981749	103.1677677	120.5620555	13.09382549	1.9348981749	13.93195594	1.9348981749	1.9348981749	1.9348981749	96.04141929	8.119837594	1.9348981749	1.9348981749	1.9348981749	4.178592862	1.9348981749	1.9348981749	1.9348981749	1.9348981749	1.9348981749	1.9348981749	8.392956688	103	19	1.9348981749	1.9348981749	1.9348981749	52.04624618	28.03285889	1.9348981749	1.9348981749	1.9348981749	1.9348981749	196.6632201	1.9348981749	1.9348981749	38.96892132	1.9348981749	1.9348981749	1.9348981749	1.9348981749	1.9348981749	1.9348981749	1.9348981749	21.79311919	141.0221086	1.9348981749	1.9348981749	1.9348981749	1.9348981749	1.9348981749	1.9348981749	1.9348981749	1.9348981749	1.9348981749	1.9348981749	1.9348981749	1.9348981749	1.9348981749	1.9348981749	186.8621422	1.9348981749	21.78751005	171.3864356	1.9348981749	349.7224811
C00407_Ile	218.5655526	171.498606	355.8621294	86.54810062	4036.39054	1286.148162	11303	3756.847593	436.4030234	102.8861724	77.1339462	1500.42956	5342	170.0412098	2842.513378	8074	8251	3099	5851	2281.004527	224.2669286	197.3067437	15270	338.0447615	275.0943141	2122.111614	155.6760456	243.0183548	359.6431192	3561.215178	121.412932	270.777589	227.1565941	847.3557649	212.8815727	153.969501	8911	148.6533055	185.7851175	448.8564707	156.6572359	12129	8661.703936	1301.16047	378.5622272	230.8139488	8849.027468	784.1332211	865.9006944	5520	11992	292.1700461	5325	3481	1514	8166	14711	139.0024668	384.5476741	132.1963231	319.0872597	99.95075904	217.4430566	325.1702759	7039	19035	982.48136	1242	6304	3708	18214	1552	201.321585	1270.122741	2564.863482	318.0689097	2267	6871	307.6799447	2122	6198	1219.870962	189.8748789	201	143.7993006	9430.98607	13486	2108	5073.086531	207	1501.969686	169	113.7158429	273.7237705	193	5679.88742
C00408_Pipecolate	191.7764969	64.07571673	62.47790321	72.31635398	66.25697324	114.1891953	86	39.76245429	217.3763583	442.7181537	63.4664261	54.49987664	866	87.49129979	15.04569501	61	217	37	283	39.50784641	124.5104624	210.3389442	15	1402.586251	177.4183345	98.7018564	451.7936342	85.8372157	391.0944938	268.2300891	249.0881913	448.2029607	842.2269688	466.4335333	464.4619468	448.4680648	263	45.77246933	210.1951125	154.5254336	283.1200355	112	72.85522735	319.6630938	359.0358334	572.6160903	54.52968715	166.2581823	69.10374207	303	510	139.4390348	146	50	697	520	345	466.7759656	49.05705526	525.8664516	545.1715153	440.9377847	703.8320581	76.26595898	182	51	189.8352066	58	348	438	25	389	433.9768931	138.1145069	200.5183501	221.6531935	249	492	182.1805282	253	557	54.59815671	527.8161913	327	78.47496864	122.0042453	17	10	57.72639217	276	60.244654	347	803.0195495	108.6460878	217	68.39153128
C00417_cis-Aconitate	139.335782	25.42817404	7.3108018485	7.3108018485	313.6292151	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	23.64164729	7.3108018485	7.3108018485	7.3108018485	28.60241987	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	2077	7.3108018485	69.46619204	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	8.123113165	10.7955038	7.3108018485	3917	7.3108018485	7.3108018485	7.3108018485	7.3108018485	32	7.3108018485	152.9465498	7.3108018485	7.3108018485	1548.516154	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	270.3876767	7.3108018485	7.3108018485	7.3108018485	7.3108018485	51.9661677	12.07138185	159	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	174	7.3108018485	7.3108018485	85.96498424	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	7.3108018485	10.97001491	131.6803782	966	50	7.3108018485	7.3108018485	864.1269169	7.3108018485	237.7828825	27.06740581	292	7.3108018485
C00423_trans-Cinnamate	384.6446456	236.3790036	673.8385961	304.4786845	541.3194986	262.2876359	122.03239122	530.1191144	328.1157835	624.6707418	376.8164141	363.7050786	122.03239122	576.0418159	234.6457872	122.03239122	122.03239122	122.03239122	122.03239122	304.0725009	461.8359131	674.5517271	122.03239122	224.3191789	122.03239122	438.181192	884.3991163	122.03239122	961.7122138	122.03239122	331.1355764	122.03239122	795.2745567	573.3759993	336.7922793	122.03239122	122.03239122	272.397591	265.3585283	135.5915458	298.7807553	122.03239122	410.026666	313.9873084	546.2349184	534.6806257	122.03239122	243.1952114	336.4970198	122.03239122	122.03239122	186.1178957	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	122.03239122	362.1192009	768.3690703	122.03239122	489.1587364	384.9383628	122.03239122	122.03239122	356.1377271	122.03239122	244.3186784	122.03239122	540.9549329	299.8522169	122.03239122	298.6211346
